Age,Previously_Insured,Vehicle_Damage,Annual_Premium,Vintage
34,0,1,27690.0,93
49,0,1,36679.0,110
70,0,1,60453.0,152
59,0,1,2630.0,146
29,0,1,2630.0,95
26,1,0,38313.0,128
30,1,0,2630.0,227
29,0,1,31047.0,193
34,1,0,28446.0,36
63,0,1,31041.0,42
64,0,1,2630.0,140
66,0,1,2630.0,30
39,1,1,39680.0,59
56,0,1,40033.0,153
25,1,0,2630.0,55
27,1,1,2630.0,266
23,1,0,61068.0,29
45,0,1,2630.0,51
38,0,0,52330.0,292
23,0,1,25398.0,156
41,1,0,24347.0,10
23,1,0,27313.0,191
32,1,0,29527.0,293
46,1,0,2630.0,46
23,1,0,2630.0,106
56,0,1,24740.0,289
24,1,0,21514.0,31
55,0,1,42332.0,32
41,0,1,48019.0,207
45,0,1,42279.0,39
44,0,1,45877.0,77
55,0,1,2630.0,207
21,1,0,28833.0,286
44,0,1,43671.0,76
30,0,1,24683.0,168
20,0,1,29994.0,87
25,1,0,15791.0,226
80,0,1,30949.0,237
45,0,1,48326.0,116
35,0,1,41161.0,102
23,0,1,2630.0,19
51,0,1,47284.0,204
38,0,1,47762.0,199
38,0,1,46480.0,216
26,1,0,27801.0,242
25,0,1,38091.0,94
72,0,1,49418.0,43
31,1,0,21855.0,60
21,1,0,34351.0,145
23,1,0,30824.0,190
27,0,1,40491.0,75
37,1,0,21408.0,295
23,1,0,28596.0,217
25,0,1,2630.0,131
23,1,0,30506.0,237
24,0,1,30750.0,258
31,1,0,30430.0,99
29,1,0,22360.0,181
62,0,1,39035.0,296
26,1,0,38471.0,213
31,1,0,33480.0,167
37,0,1,30701.0,151
42,1,0,28754.0,231
49,0,1,40833.0,127
25,1,0,25347.0,206
45,0,1,37486.0,24
21,0,1,2630.0,243
52,0,1,41865.0,233
44,0,1,36987.0,89
40,0,1,30504.0,246
49,0,0,2630.0,37
22,0,1,29417.0,199
77,1,1,35701.0,165
45,0,1,40076.0,282
23,1,0,41000.0,50
36,0,1,49034.0,34
24,1,1,46048.0,193
50,0,1,30574.0,96
41,1,0,24960.0,191
43,1,0,32460.0,135
73,0,1,32879.0,221
23,1,0,30074.0,75
48,0,1,25768.0,64
22,0,1,18835.0,188
35,0,1,22383.0,198
65,0,1,29427.0,291
57,0,1,39654.0,219
40,0,1,30241.0,60
36,0,1,24412.0,229
35,0,1,2630.0,251
22,1,0,30606.0,44
32,1,0,52334.0,60
25,1,0,24172.0,267
39,0,1,24485.0,230
75,0,1,52495.0,268
42,1,0,36883.0,181
24,1,0,20345.0,189
49,0,1,2630.0,192
21,1,0,33506.0,17
44,0,1,27170.0,299
33,1,0,30488.0,281
25,1,0,33406.0,67
54,0,1,26174.0,137
24,1,0,26439.0,262
20,1,0,35062.0,51
21,0,1,25335.0,221
37,0,1,2630.0,214
42,0,0,22649.0,219
46,0,1,27165.0,21
61,0,0,30383.0,235
21,1,0,42522.0,259
49,0,1,30204.0,247
35,0,1,44502.0,187
32,0,1,34303.0,161
45,0,0,31041.0,255
64,0,1,42537.0,159
26,1,0,44558.0,49
31,0,0,29976.0,51
70,1,0,2630.0,90
68,1,1,2630.0,213
34,1,0,34624.0,54
43,0,1,2630.0,85
55,0,1,30434.0,272
69,1,0,2630.0,69
42,0,1,41362.0,90
28,0,0,25198.0,68
65,0,1,2630.0,100
42,0,1,2630.0,129
26,1,0,48935.0,121
29,1,0,32657.0,24
44,0,0,23868.0,46
40,1,0,37511.0,248
60,1,0,49720.0,112
24,0,1,36313.0,157
71,0,0,29558.0,167
31,0,1,47978.0,129
53,1,0,28826.0,30
22,1,0,23639.0,55
26,0,0,20854.0,287
21,0,1,2630.0,104
44,0,0,2630.0,95
47,1,0,2630.0,262
22,1,0,29014.0,195
23,1,0,26077.0,79
56,1,1,2630.0,205
34,0,1,44360.0,216
37,0,1,52371.0,272
47,0,0,2630.0,54
43,1,0,35498.0,185
67,0,1,30032.0,252
78,0,1,46512.0,82
23,0,1,29333.0,201
46,0,1,44949.0,143
50,0,1,40973.0,208
45,0,0,39523.0,122
34,0,1,52738.0,296
21,1,0,34878.0,123
67,0,1,29408.0,281
51,1,0,21041.0,25
39,1,0,52862.0,265
34,0,1,63217.0,175
23,1,0,31713.0,225
47,0,1,37766.0,259
27,0,1,25238.0,17
46,0,1,27051.0,144
32,1,0,22851.0,44
23,1,0,56801.0,73
42,1,0,28815.0,90
24,1,0,34384.0,297
20,0,1,39803.0,260
25,0,1,23099.0,272
23,0,0,26285.0,196
69,0,0,32093.0,111
43,1,0,25922.0,277
46,0,0,2630.0,188
29,1,0,16843.0,41
36,0,1,24431.0,207
32,1,0,31564.0,203
36,0,1,49861.0,175
24,1,0,2630.0,192
47,1,1,25020.0,252
30,1,0,45671.0,15
23,0,1,2630.0,214
24,1,0,2630.0,235
23,1,0,30732.0,77
23,1,0,2630.0,127
24,1,0,24325.0,55
22,1,0,29268.0,267
46,0,1,43076.0,245
40,0,1,34395.0,116
67,1,1,54215.0,254
21,1,0,30077.0,109
33,0,1,2630.0,115
20,0,1,33223.0,193
35,1,0,56299.0,184
68,0,1,57324.0,218
64,0,1,34767.0,14
31,0,0,31262.0,187
23,1,0,39471.0,173
22,1,0,32648.0,173
39,1,0,32722.0,169
57,1,0,28233.0,33
34,0,1,35332.0,68
32,0,1,48992.0,14
43,0,1,38392.0,70
22,1,0,45729.0,237
34,0,1,2630.0,40
24,1,0,39878.0,104
72,1,0,33555.0,36
25,1,0,20528.0,228
21,0,0,26081.0,246
44,0,1,49884.0,31
43,0,1,21521.0,148
21,1,0,33431.0,197
21,1,0,43134.0,116
22,1,0,31815.0,251
39,0,1,28327.0,242
25,1,0,27768.0,153
44,0,1,2630.0,119
23,1,0,48859.0,138
49,0,1,30221.0,280
23,1,0,26914.0,90
54,0,1,31972.0,288
36,0,1,30176.0,112
23,1,0,27944.0,116
21,1,0,41210.0,52
39,0,1,2630.0,30
27,1,0,27205.0,169
23,1,0,2630.0,273
40,0,1,45389.0,288
64,0,0,2630.0,216
22,0,1,2630.0,46
57,0,1,52177.0,176
21,0,1,55062.0,194
47,1,0,51320.0,72
60,0,1,2630.0,90
23,1,0,24608.0,64
25,1,0,19813.0,174
31,0,1,34429.0,208
21,1,0,30470.0,40
44,0,1,32280.0,195
22,1,1,36596.0,36
49,0,1,40868.0,81
41,0,1,23295.0,140
28,0,1,21891.0,176
60,1,0,2630.0,219
77,0,1,45997.0,104
28,1,0,32162.0,264
78,0,1,37874.0,143
20,0,1,46084.0,189
24,1,0,27817.0,137
20,0,1,26638.0,91
53,0,1,28670.0,263
33,0,1,31483.0,241
22,1,0,27134.0,120
76,1,0,27428.0,38
50,1,0,37235.0,149
37,1,0,30952.0,299
55,0,1,32157.0,46
49,0,1,33496.0,75
26,1,0,32014.0,114
38,0,1,29300.0,198
54,0,1,38431.0,24
53,0,1,49248.0,122
54,1,0,49110.0,194
40,1,1,154354.0,240
20,1,0,2630.0,262
43,0,1,25252.0,286
44,1,0,47169.0,203
41,0,1,41856.0,171
69,0,1,27938.0,111
55,0,1,38049.0,257
26,0,1,36249.0,135
57,0,0,26239.0,289
49,1,0,2630.0,121
20,0,1,2630.0,274
26,1,0,30132.0,175
28,1,0,47864.0,187
26,1,0,36547.0,81
57,0,1,44137.0,130
50,0,1,2630.0,20
36,1,0,41664.0,132
43,1,0,26578.0,237
25,1,0,32021.0,51
47,0,1,41982.0,113
24,1,0,32226.0,177
22,0,1,49969.0,13
21,0,1,33638.0,123
20,0,1,33724.0,284
73,0,1,35865.0,50
27,1,0,26005.0,10
21,0,0,27663.0,198
23,1,0,25672.0,82
24,1,0,32694.0,236
22,0,1,29782.0,43
23,1,0,28674.0,296
40,1,0,30313.0,225
46,0,0,22676.0,191
30,0,1,43799.0,143
49,0,1,59801.0,33
34,0,1,29355.0,207
46,1,0,36549.0,15
34,0,1,32799.0,151
23,0,0,24558.0,171
31,0,1,29935.0,17
51,0,1,29831.0,167
65,0,0,26640.0,201
58,0,1,2630.0,206
23,1,0,2630.0,192
42,0,1,22829.0,69
22,0,1,28816.0,101
31,1,0,15675.0,238
32,1,0,68331.0,179
70,0,1,2630.0,265
31,0,0,2630.0,190
22,0,0,28334.0,44
43,0,0,2630.0,66
40,0,1,2630.0,42
28,0,1,45791.0,292
44,1,0,34107.0,43
63,0,1,41081.0,137
24,1,0,28092.0,265
21,0,1,34542.0,56
57,0,1,53392.0,161
55,0,0,33369.0,260
28,1,0,33203.0,19
20,0,1,39001.0,279
47,0,1,33086.0,66
52,0,1,53549.0,143
41,0,1,38310.0,227
48,0,1,27341.0,242
50,0,1,37822.0,231
26,1,0,31787.0,14
20,0,1,34530.0,25
22,0,1,36541.0,224
51,0,0,49148.0,155
72,0,1,35266.0,205
42,1,0,27153.0,127
22,0,1,31603.0,203
55,0,1,36240.0,152
51,0,1,48715.0,87
29,1,0,25213.0,118
41,0,1,21358.0,200
51,0,1,2630.0,174
27,1,0,50196.0,73
25,1,0,34054.0,207
43,0,1,2630.0,189
52,1,0,2630.0,28
62,1,0,59992.0,284
35,1,0,2630.0,159
50,1,0,35954.0,269
62,0,1,36409.0,156
23,1,0,26367.0,182
41,1,0,34036.0,265
24,1,0,28239.0,168
28,1,0,23168.0,173
22,1,0,49290.0,162
53,0,1,32492.0,89
73,0,1,36109.0,148
24,1,0,24620.0,210
34,0,1,2630.0,24
64,1,0,45337.0,287
70,1,1,45697.0,131
47,1,0,21420.0,178
48,0,1,27123.0,83
23,0,0,2630.0,142
56,0,1,48517.0,234
33,1,0,24551.0,286
58,0,1,66360.0,76
30,0,1,31927.0,235
45,1,0,52265.0,40
38,1,0,47481.0,122
49,0,1,2630.0,73
20,0,1,33737.0,220
31,0,1,31401.0,239
27,1,0,31199.0,276
72,1,0,66519.0,204
50,0,1,2630.0,173
59,0,1,2630.0,66
33,0,1,26169.0,132
42,0,1,31301.0,234
48,0,1,45243.0,50
66,0,1,44062.0,105
30,0,1,2630.0,176
45,0,0,22095.0,54
28,1,0,25238.0,292
20,0,1,51520.0,82
20,1,0,37222.0,64
21,0,1,33013.0,238
21,1,0,29093.0,249
21,0,0,30148.0,270
52,0,1,2630.0,115
23,0,1,2630.0,171
52,0,1,31816.0,69
63,0,1,28927.0,293
32,0,1,30015.0,226
27,1,0,31639.0,29
43,0,1,78535.0,58
41,0,1,49497.0,66
34,0,0,25722.0,193
20,1,1,26889.0,230
22,1,1,27306.0,73
21,0,1,43313.0,290
46,0,1,35723.0,250
47,1,0,31941.0,261
53,0,1,30454.0,151
67,1,0,45473.0,244
49,1,0,49030.0,119
24,0,1,38667.0,271
53,0,1,28078.0,62
40,1,0,33063.0,157
54,0,1,2630.0,275
48,1,0,34152.0,230
43,1,0,33122.0,51
24,1,0,33178.0,78
69,0,1,81522.0,169
24,0,0,55951.0,177
21,0,1,42364.0,17
45,0,1,2630.0,152
47,1,0,2630.0,38
53,0,1,31885.0,289
23,0,1,22976.0,228
69,0,1,55073.0,151
54,0,1,29237.0,297
25,1,0,24891.0,143
27,0,1,39922.0,134
52,1,0,29359.0,57
31,1,0,23226.0,146
53,0,1,2630.0,124
47,0,0,2630.0,39
49,1,0,2630.0,228
54,1,0,36436.0,56
40,1,0,25286.0,298
24,1,0,28922.0,243
56,0,1,2630.0,178
44,1,0,35941.0,59
27,0,0,2630.0,242
22,0,1,31764.0,47
50,0,1,30803.0,87
23,1,0,31123.0,259
52,0,1,47123.0,110
25,1,0,30407.0,121
43,0,0,35486.0,117
48,0,0,25955.0,292
42,0,1,29281.0,152
49,1,0,2630.0,16
55,1,0,2630.0,123
25,0,1,2630.0,197
41,1,0,33193.0,219
56,1,0,33078.0,91
41,1,0,2630.0,184
57,1,0,2630.0,298
61,0,1,44122.0,150
70,0,1,50760.0,83
49,0,0,35717.0,207
42,1,0,2630.0,44
42,1,0,2630.0,254
44,0,1,2630.0,52
35,0,1,40257.0,27
43,1,0,40531.0,99
23,1,0,27385.0,49
28,0,0,38469.0,256
20,1,0,40318.0,223
56,0,1,34694.0,225
45,0,1,2630.0,182
60,0,0,28147.0,293
69,1,0,41572.0,212
21,0,0,28144.0,110
51,1,0,33840.0,164
48,0,0,43483.0,230
24,1,0,31994.0,40
57,1,0,30263.0,267
28,1,0,45066.0,20
68,1,0,47933.0,190
44,0,1,33892.0,146
63,1,0,2630.0,75
48,0,1,39266.0,108
48,0,1,50474.0,203
46,0,1,49244.0,254
50,1,0,46795.0,277
71,0,1,38186.0,233
24,1,0,22254.0,195
21,0,0,40851.0,48
26,1,0,18961.0,30
44,0,1,2630.0,274
46,0,1,41032.0,91
39,0,1,2630.0,283
25,1,0,39539.0,204
30,1,0,46004.0,138
71,0,1,67475.0,115
24,1,0,27307.0,10
62,0,1,75031.0,290
29,1,0,34932.0,290
27,1,0,47403.0,284
42,0,1,44135.0,225
37,1,0,23979.0,105
42,0,0,2630.0,178
61,1,0,2630.0,275
57,0,1,29910.0,279
24,1,0,24592.0,158
20,0,1,14326.0,111
25,1,0,25793.0,105
21,0,1,33470.0,18
21,0,1,86916.0,121
61,0,1,37417.0,169
25,0,0,45307.0,246
23,0,0,39149.0,281
40,0,1,2630.0,133
22,1,0,38669.0,46
25,1,0,35308.0,210
25,1,0,35178.0,77
23,0,0,19722.0,162
35,0,1,43873.0,87
24,1,0,29374.0,236
44,0,1,59701.0,173
29,1,0,31259.0,20
39,0,1,30058.0,273
24,1,0,47515.0,87
41,0,1,49331.0,243
22,0,1,29068.0,82
32,1,0,30533.0,186
24,0,0,20274.0,184
58,0,1,46306.0,267
76,0,1,45957.0,31
25,1,0,45130.0,62
47,0,1,2630.0,46
27,1,0,25750.0,159
28,1,0,47496.0,207
32,1,0,35607.0,66
22,0,1,63363.0,27
26,1,1,26051.0,77
43,0,1,27957.0,135
74,0,1,66025.0,58
58,0,1,41257.0,106
32,1,0,30932.0,245
39,0,1,28726.0,43
22,0,0,2630.0,179
29,0,1,34004.0,14
26,0,0,29161.0,200
50,0,1,2630.0,91
53,1,1,36021.0,86
20,1,0,34328.0,40
43,0,1,44475.0,298
44,1,0,30918.0,293
24,1,0,2630.0,176
51,0,1,2630.0,82
48,0,1,2630.0,15
48,1,0,26332.0,246
22,0,1,30709.0,290
24,1,0,28944.0,256
25,0,1,25466.0,137
43,1,0,31146.0,100
28,1,0,2630.0,278
65,1,0,2630.0,161
22,1,0,38212.0,108
33,0,1,53126.0,285
23,0,1,2630.0,128
34,0,1,59190.0,257
21,1,0,27080.0,130
24,1,0,50718.0,231
57,0,1,51704.0,298
67,0,1,65269.0,297
40,0,1,32626.0,146
35,1,0,32056.0,230
25,1,0,43839.0,150
22,1,0,32197.0,231
49,0,1,2630.0,137
36,0,1,2630.0,238
46,0,0,30385.0,108
24,1,0,29117.0,246
23,1,0,25512.0,165
28,1,0,55641.0,218
60,0,1,35415.0,75
50,1,0,21625.0,161
26,1,0,34565.0,22
24,1,0,33893.0,90
71,1,0,59269.0,62
23,1,0,23979.0,52
26,1,0,36373.0,151
29,1,0,34480.0,85
22,1,0,38509.0,288
56,0,1,27912.0,259
31,0,1,32189.0,59
61,0,1,2630.0,115
21,1,0,21856.0,169
44,0,1,31726.0,128
66,1,0,2630.0,84
38,0,1,39466.0,108
53,0,1,48323.0,241
22,1,0,38805.0,260
40,1,0,32702.0,57
47,0,1,2630.0,151
24,1,0,2630.0,199
25,1,0,45409.0,162
38,1,0,2630.0,137
27,1,1,32578.0,190
23,1,0,36830.0,262
46,1,0,2630.0,273
24,0,0,35186.0,166
33,1,0,2630.0,100
76,1,1,2630.0,115
41,0,0,54432.0,269
53,0,1,46968.0,208
39,0,1,2630.0,183
21,1,0,35724.0,217
48,0,1,27201.0,118
22,1,0,23490.0,141
37,0,1,22932.0,172
29,0,1,44530.0,287
25,1,0,30985.0,165
23,1,0,29366.0,123
53,0,1,2630.0,49
39,0,1,32324.0,137
65,0,1,55625.0,143
26,1,0,29451.0,84
62,1,0,47882.0,59
22,0,0,24164.0,181
84,1,0,32414.0,74
23,0,1,33295.0,12
21,0,0,40873.0,241
52,0,1,49865.0,226
24,1,0,46083.0,69
32,0,1,44500.0,42
59,1,0,48717.0,45
62,0,1,32225.0,80
35,0,1,26200.0,267
25,0,0,42843.0,188
55,1,0,2630.0,135
50,1,0,67722.0,119
77,0,1,2630.0,168
22,0,1,22815.0,147
44,0,1,49804.0,218
31,0,0,34199.0,280
49,0,1,41337.0,284
44,0,1,29863.0,296
32,1,0,18689.0,63
67,0,1,2630.0,292
23,1,0,22692.0,58
41,0,1,42411.0,293
37,0,0,27006.0,55
24,1,0,30932.0,232
43,1,0,28334.0,204
21,1,0,51791.0,227
67,0,1,31216.0,111
24,0,1,26351.0,270
38,0,1,28832.0,117
58,0,1,23343.0,57
42,1,0,51736.0,285
42,0,1,2630.0,42
61,0,1,27965.0,54
20,0,0,24526.0,203
22,1,0,27539.0,248
27,1,0,54605.0,242
63,0,1,26811.0,265
28,1,0,32104.0,201
24,0,1,2630.0,149
43,0,1,2630.0,280
28,0,1,2630.0,130
22,0,0,2630.0,200
58,0,1,53865.0,58
20,1,0,24513.0,263
21,0,0,2630.0,171
64,1,0,28247.0,170
32,0,1,25258.0,34
65,1,0,55103.0,149
21,0,1,30888.0,217
23,1,0,2630.0,125
27,1,0,2630.0,188
39,1,0,51519.0,176
43,0,1,29442.0,64
23,1,0,33627.0,92
40,0,1,29815.0,274
29,1,0,34657.0,61
25,1,0,27204.0,62
51,0,0,27829.0,13
56,1,0,33027.0,86
49,0,1,35170.0,247
29,0,1,31512.0,88
23,1,0,2630.0,203
24,0,0,32539.0,66
73,0,1,42922.0,283
27,1,1,22658.0,203
44,0,1,38858.0,147
33,0,1,20340.0,27
26,1,0,31195.0,94
36,1,0,37477.0,101
22,1,0,38867.0,266
55,0,1,44278.0,95
24,1,0,35589.0,157
45,0,1,45981.0,60
56,1,0,50182.0,169
24,1,0,28515.0,237
58,0,1,31016.0,53
37,0,0,21833.0,94
23,1,0,38576.0,160
22,0,1,31663.0,279
64,0,1,30059.0,155
35,0,0,2630.0,131
67,0,1,48450.0,161
50,1,0,34740.0,204
25,0,1,29851.0,104
23,0,1,50667.0,258
51,1,0,28874.0,136
24,1,0,25519.0,23
41,0,1,38559.0,295
27,0,0,52218.0,10
24,0,0,41125.0,296
53,1,0,60828.0,203
21,1,0,31772.0,207
22,0,0,41210.0,282
40,0,1,29574.0,63
30,1,0,2630.0,274
41,0,1,25668.0,253
45,0,1,40203.0,72
24,1,0,30757.0,55
43,0,1,71723.0,180
24,0,0,30397.0,38
27,1,0,15917.0,206
60,1,0,2630.0,153
50,1,0,49013.0,199
36,1,0,29053.0,262
48,0,1,45107.0,70
24,0,1,2630.0,287
62,0,1,22328.0,233
33,1,0,29920.0,296
24,1,0,34897.0,228
21,1,0,31715.0,178
26,1,0,28108.0,101
45,0,1,24321.0,257
59,0,1,44958.0,11
49,1,0,29692.0,156
60,0,1,2630.0,190
56,0,1,2630.0,11
31,0,1,2630.0,115
27,0,1,46537.0,21
47,0,1,37090.0,96
53,0,1,49876.0,121
71,0,1,2630.0,249
22,0,1,49836.0,234
70,0,1,36510.0,57
52,0,1,50829.0,97
23,1,0,35986.0,100
46,0,1,24303.0,270
35,0,1,26356.0,135
24,0,0,2630.0,105
28,1,0,2630.0,299
50,0,1,2630.0,248
54,0,1,40299.0,35
67,0,1,40787.0,163
48,0,1,30351.0,252
36,0,1,32220.0,261
32,1,0,18898.0,132
73,0,1,45740.0,227
40,1,0,2630.0,229
47,1,1,64542.0,144
24,1,0,28706.0,238
48,1,0,31634.0,138
45,1,0,71275.0,299
42,0,1,37384.0,231
53,0,1,50561.0,90
47,0,1,33417.0,224
57,0,1,59457.0,245
25,1,0,28460.0,183
39,0,1,47835.0,60
46,1,0,2630.0,270
62,0,1,43087.0,264
39,1,0,33320.0,92
71,0,1,44650.0,28
34,1,0,31448.0,128
57,0,1,51246.0,178
21,0,0,2630.0,244
55,1,0,2630.0,195
58,0,1,2630.0,66
21,1,0,29431.0,101
22,0,1,2630.0,212
27,0,1,40041.0,31
28,1,0,24724.0,74
61,0,1,44122.0,39
25,1,0,80330.0,194
25,0,1,2630.0,10
21,1,0,34130.0,122
23,0,1,37956.0,116
80,1,0,33326.0,209
54,0,1,53569.0,59
64,1,0,43708.0,150
26,1,0,26753.0,171
47,1,0,2630.0,288
53,0,0,41885.0,257
44,1,0,28747.0,162
21,0,0,40455.0,220
47,1,0,36664.0,185
48,0,0,48384.0,184
38,0,1,43869.0,196
31,0,1,2630.0,73
61,1,0,29939.0,170
22,0,1,54046.0,133
22,1,0,23958.0,233
45,1,0,22419.0,299
37,0,0,2630.0,144
26,1,0,28779.0,52
44,1,0,18878.0,118
50,1,0,32775.0,84
21,0,0,32141.0,124
24,1,0,32562.0,57
59,1,0,32756.0,63
22,1,0,25410.0,81
50,0,1,32605.0,119
21,0,1,22608.0,207
51,0,1,54197.0,165
25,1,0,20937.0,133
74,1,0,56435.0,60
39,0,1,25284.0,287
55,0,1,35933.0,159
31,0,1,29173.0,260
65,0,1,32930.0,124
22,0,1,27345.0,25
27,1,0,31298.0,15
24,0,1,32444.0,114
24,0,0,33992.0,20
37,1,0,26439.0,174
25,1,0,33513.0,44
40,1,0,2630.0,112
53,0,1,2630.0,156
21,1,0,52169.0,77
41,0,1,40575.0,193
54,0,1,35108.0,92
77,0,1,24583.0,32
53,0,1,47065.0,188
48,0,1,43068.0,269
46,1,0,43592.0,109
25,1,0,34959.0,273
22,1,0,2630.0,91
27,0,1,41260.0,219
35,1,0,28695.0,226
28,1,0,32889.0,194
48,0,1,33642.0,213
57,0,1,48835.0,128
22,1,0,26001.0,136
24,0,1,35914.0,193
23,0,1,2630.0,125
64,1,0,28725.0,22
48,0,0,44702.0,120
43,0,1,28780.0,133
40,1,0,49276.0,196
21,0,1,22699.0,14
51,0,1,45341.0,285
31,0,1,38701.0,116
72,0,1,42314.0,212
38,0,1,28471.0,129
53,0,1,27933.0,203
23,1,1,21934.0,127
46,0,1,60184.0,168
20,0,1,16741.0,291
39,0,1,29370.0,63
55,0,1,38287.0,254
46,0,0,37922.0,20
42,0,0,39426.0,103
49,1,0,27118.0,150
34,0,0,22127.0,98
23,1,0,52686.0,90
41,1,0,22377.0,195
23,1,0,26564.0,276
34,0,1,27726.0,250
21,0,1,18679.0,206
30,1,0,2630.0,137
27,1,0,35179.0,24
54,1,1,39500.0,79
25,1,0,44467.0,13
23,1,1,41488.0,29
23,1,0,23977.0,201
20,0,0,2630.0,281
28,1,0,36546.0,183
23,0,1,22475.0,104
28,1,0,45903.0,77
52,0,1,2630.0,65
21,0,1,32589.0,35
25,1,0,26878.0,27
36,1,0,38308.0,95
60,0,1,43592.0,140
47,0,1,40326.0,138
39,0,1,24504.0,187
48,0,0,38959.0,25
40,0,0,2630.0,258
25,1,0,41241.0,231
48,1,0,37595.0,191
64,1,0,39596.0,165
20,1,0,38099.0,197
25,1,0,2630.0,81
40,1,0,37280.0,258
46,0,1,2630.0,229
23,1,0,37143.0,115
22,1,0,30191.0,225
29,0,1,24678.0,49
71,0,1,46196.0,208
47,0,1,30991.0,277
35,0,1,34895.0,215
22,1,0,16392.0,256
23,1,0,23871.0,268
25,0,1,2630.0,60
64,1,0,34696.0,199
54,0,1,2630.0,163
24,0,1,29605.0,226
23,1,0,25445.0,174
25,1,0,57143.0,98
41,1,0,24789.0,237
57,0,1,30923.0,194
33,0,1,2630.0,252
38,1,0,32624.0,138
30,1,0,35293.0,173
25,1,0,29119.0,116
21,0,1,29582.0,53
33,1,0,41794.0,176
49,0,1,50368.0,67
23,1,0,28206.0,167
49,0,1,34536.0,25
40,1,0,31666.0,98
28,1,0,51189.0,96
62,0,1,2630.0,240
35,0,1,32760.0,292
26,1,0,27364.0,110
24,0,1,39006.0,144
27,1,0,34915.0,293
32,1,0,25137.0,159
29,1,0,2630.0,192
25,0,0,2630.0,189
21,0,1,27464.0,291
41,1,0,28338.0,54
59,0,1,34722.0,175
20,0,0,51795.0,268
47,0,1,50030.0,252
60,1,0,23547.0,66
23,1,0,32391.0,254
47,0,1,26495.0,266
43,0,1,38118.0,225
24,1,0,31164.0,239
32,0,1,41250.0,169
54,0,1,2630.0,34
45,0,1,2630.0,31
80,1,0,53028.0,276
20,1,0,25879.0,161
58,0,1,36990.0,241
23,1,0,2630.0,159
25,1,0,28137.0,42
24,1,0,32961.0,281
25,1,0,31351.0,150
45,1,0,31577.0,21
28,1,0,2630.0,222
69,0,1,35157.0,258
34,1,0,29115.0,28
53,1,0,49742.0,42
28,1,0,39650.0,239
52,0,1,39127.0,117
23,1,0,25539.0,188
46,0,1,25504.0,277
36,1,0,40642.0,123
24,1,0,38280.0,220
21,1,0,22076.0,145
26,1,0,20128.0,151
66,1,0,27897.0,174
45,1,0,2630.0,113
53,0,1,33198.0,169
29,1,0,43929.0,65
20,1,0,28036.0,171
41,0,1,2630.0,118
40,0,1,45738.0,113
28,1,0,48516.0,256
28,1,0,44378.0,40
62,0,0,2630.0,16
49,0,1,38255.0,107
28,1,0,23228.0,73
55,1,0,24003.0,62
25,1,0,2630.0,81
21,0,0,20775.0,121
22,1,0,21839.0,43
43,0,1,38529.0,51
77,1,0,39386.0,269
41,0,0,45251.0,228
21,0,1,43416.0,280
63,1,0,38545.0,299
24,1,0,26982.0,11
23,1,0,28401.0,147
25,1,0,26304.0,128
36,0,0,2630.0,117
29,1,0,34507.0,100
49,0,1,41621.0,114
21,1,0,22776.0,230
74,0,0,28556.0,39
23,1,0,28772.0,10
21,0,1,37384.0,185
42,0,1,41740.0,226
74,0,1,39225.0,254
30,1,0,36634.0,94
35,0,1,28701.0,173
38,0,1,22376.0,152
25,1,0,45958.0,56
22,0,0,44221.0,197
40,0,1,24530.0,236
23,1,0,26039.0,195
23,0,1,36898.0,226
24,1,1,34796.0,253
23,0,1,2630.0,128
25,0,1,2630.0,181
30,0,0,29389.0,187
26,1,0,33515.0,38
22,0,1,26737.0,181
74,1,0,52656.0,124
21,1,0,2630.0,116
24,1,0,50482.0,59
41,0,1,21956.0,155
59,0,1,2630.0,40
61,1,0,43933.0,218
21,1,0,2630.0,134
45,0,1,2630.0,241
28,1,0,33378.0,111
63,0,1,47450.0,176
25,1,0,37341.0,102
22,1,0,34388.0,136
44,1,0,2630.0,270
56,0,1,47785.0,163
23,1,0,45460.0,70
24,0,1,22209.0,92
35,0,1,2630.0,280
23,1,0,30085.0,188
23,1,0,46586.0,91
70,1,0,40609.0,78
46,0,1,40902.0,138
29,1,0,35479.0,40
26,1,0,35558.0,74
63,0,1,2630.0,148
24,0,1,35968.0,217
45,0,1,41605.0,60
60,0,1,40395.0,40
45,0,1,23632.0,138
43,1,0,33106.0,55
40,0,1,2630.0,123
44,0,1,44481.0,193
27,1,0,25733.0,297
45,0,1,57258.0,182
22,0,0,28656.0,29
33,0,1,25540.0,60
38,0,1,31533.0,278
47,0,1,26797.0,41
46,1,0,27804.0,250
26,1,0,47616.0,247
32,0,1,59879.0,248
45,0,1,42645.0,82
62,0,0,32131.0,197
44,0,1,25380.0,62
46,1,0,27228.0,12
53,1,0,2630.0,148
26,0,1,2630.0,190
77,0,1,45932.0,255
38,1,0,37066.0,241
51,0,1,2630.0,77
22,0,1,24746.0,163
23,0,1,30524.0,19
44,0,1,2630.0,85
21,1,0,29099.0,211
36,0,1,30707.0,213
79,0,1,62388.0,258
37,1,0,25801.0,215
51,0,1,50204.0,170
24,1,0,31407.0,92
53,1,0,2630.0,285
22,1,0,33868.0,91
43,0,1,43137.0,212
51,0,1,2630.0,189
54,0,1,44309.0,70
63,0,1,38165.0,95
64,0,0,26975.0,208
33,1,0,63905.0,206
31,1,0,40751.0,141
41,0,1,29879.0,188
22,0,1,40782.0,55
